"feature","coefficient"
"modelRover Range Rover 5.0L Supercharged",-2132.40885246044
"engine286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",2130.70384484643
"ext_col.Brilliant Black",-2128.20553424167
"engine550.0HP 6.0L 12 Cylinder Engine Gasoline Fuel",-2127.3413643768
"modelYukon XL 1500 SLT",-2126.77406624435
"modelQ8 3.0T Prestige",2125.38660146334
"model300C SRT8",-2119.97769789767
"engine6.7L V8 32V DDI OHV Turbo Diesel",2118.75035379732
"modelQ70h Base",-2117.37445730291
"engine360.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid",-2117.24529682284
"engine372.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",-2116.09605006552
"ext_col.Alta White",-2110.10037507393
"modelMustang SVT Cobra",-2109.71677618501
"engine390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel",-2109.6415217509
"engine430.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid",2106.52819464748
"engine2.9L V6 24V GDI DOHC Twin Turbo",2104.55203102795
"modelNavigator Reserve",2102.68963244306
"modelAMG C AMG C 63",-2102.03751835884
"modelG80 2.5T",-2101.33576118602
"ext_col.Black Forest Green",-2100.61968695988
"int_col.Yellow",2097.55061073317
"model1500 Classic Warlock",-2096.64584980013
"ext_col.Summit White",-2095.50448339891
"modelES 250 Base",-2093.72705990728
"engine2.5 Liter",-2093.68712292322
"ext_col.Glacial White Pearl",-2092.09499636619
"transmission_grp.8-Speed Automatic",2091.87016986803
"engine382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",2091.82230723184
"transmission.8-Speed Automatic",2091.55476636667
"engine414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel",-2089.98451560313
"ext_col.Carrara White Metallic",-2087.18508023939
"modelF-TYPE R",2084.85973465666
"modelRomeo Giulia Quadrifoglio",2083.52889786138
"brandJeep",-2082.33753569494
"modelStinger GT1",-2082.02531846582
"engine3.3L V-6 gasoline direct injection, DOHC, D-CVVT variable valve",-2081.90044794686
"engine415.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel",2081.39009069553
"model911 Carrera Turbo",2081.30545176085
"int_col.Light Titanium",-2078.65961088464
"ext_col.Iridium Metallic",-2078.57249054504
"ext_col.Cirrus Silver Metallic",-2078.18510128378
"int_col.AMG Black",-2078.01687343314
"modelRover Range Rover Sport HSE Dynamic",2075.09205340777
"modelSprinter 2500",-2073.72277979257
"ext_col.Phytonic Blue Metallic",-2073.46342511406
"ext_col.Hyper Red",-2073.04184251527
"modelHighlander SE",-2070.92028962845
"engine239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel",-2069.22486199051
"int_col.Ebony Black",-2068.62751741132
"modelPilot EX",-2066.63213562278
"model1500 SLT",-2064.55316451982
"modele-tron Premium",-2062.33785161003
"ext_col.Navarra Blue Metallic",-2061.57214316091
"engine270.0HP 2.3L 4 Cylinder Engine Gasoline Fuel",-2061.19070646496
"modelF-250 XL SuperCab H/D",-2058.28544877007
"engine335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel",-2055.72043943603
"model4Runner SR5",-2054.16606443377
"engine3.0 Liter",2052.90614379355
"engine150.0HP 2.7L 4 Cylinder Engine Gasoline Fuel",-2051.86426616567
"model4Runner 4WD",-2051.46995976575
"engine261.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",2049.9085813849
"modelRomeo Stelvio Ti",-2049.67205652304
"ext_col.Yulong White",-2047.75156154813
"int_col.Tan/Ebony",-2047.49892739622
"ext_col.Emin White",-2044.44406823859
"modelTitan S",-2043.96637600644
"ext_col.Lunare White Metallic",-2039.09684663529
"int_col.Ice",-2038.94995107259
"int_col.Black Onyx",2035.78621825486
"modelRX 450h F Sport Handling",2033.55705099664
"modelQ5 S line Premium",-2032.96780698071
"engine203.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",-2030.64136816973
"modelRAV4 TRD Off Road",-2030.60619250993
"modelEQS 450+ Base",2030.3963503923
"engine161.0HP 2.1L 4 Cylinder Engine Diesel Fuel",-2030.29919170176
"transmission.6-Speed Automatic",-2028.8759900435
"model370Z NISMO Tech",-2025.09544027544
"modelModel S 85",-2015.42258263254
"engine362.0HP Electric Motor Electric Fuel System",-2015.13264666049
"modelRDX Technology Package",-2013.37327541966
"modelX5 sDrive35i",-2011.38329156746
"modelRover Range Rover 3.0L V6 Supercharged HSE",2011.25409313285
"modelIS 300 Base",-2004.23771680339
"modelIntegra w/A-Spec Tech Package",-2004.10707875569
"engine1.5 Liter Turbo",-2004.05707681189
"ext_col.Apex Blue",-2003.80297761464
"int_col.Orchid",-2003.63742311854
"modelModel S Long Range",2002.64317044119
"engine247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-2001.79740961528
"engine445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel",-1996.13020410437
"engine3.6L V6 24V MPFI DOHC",-1995.65524241073
"modelCharger R/T 392",-1994.73520567552
"ext_col.White Knuckle Clearcoat",-1989.52333079015
"transmission.Transmission Overdrive Switch",-1988.66475192211
"modelA5 Sportback S line Premium Plus",-1987.79095639844
"modelBronco Outer Banks Advanced",1986.56610829291
"engine382.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",1986.323611236
"modelAMG CLA 45 Base 4MATIC",1986.23933855347
"modelEscalade EXT Base",-1986.23737613564
"modelEscalade ESV Luxury",-1981.98051241265
"modelHighlander Hybrid Limited",-1978.72280003708
"engine310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel",-1978.33262157434
"modelEscalade Luxury",-1977.81122979836
"ext_col.Platinum White Pearl",-1977.77378652714
"engine293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",-1976.84663010808
"modelS-Class S 550",-1975.63423850298
"modelHighlander Limited Platinum",-1975.28940997816
"engine181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-1974.04469671284
"modelMX-5 Miata RF Club",-1973.98730342784
"modelHighlander Limited",-1969.23982866045
"modelS6 4.0T",-1968.81021288721
"modelCorvette Z06",1968.22196326465
"ext_col.Polymetal Gray Metallic",-1965.96335200982
"modelChallenger SRT8 392",-1964.12810067578
"modelS-Class S 560 4MATIC",1959.55028827201
"modelSuburban RST",1957.89537836722
"int_col.Cocoa / Dune",-1957.86377154762
"engine300.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-1954.18267764283
"modelMaxima 3.5 SR",-1954.05606724436
"engine317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel",-1952.74717933234
"modelSportage Nightfall",-1952.14427008188
"modelSequoia Platinum",1950.15723459289
"transmission.Automatic, 9-Spd 9G-Tronic",-1947.88554622935
"engine311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-1945.80884217525
"modelMKX Black Label",-1940.75950477559
"model440 Gran Coupe i",-1939.82741495057
"modelBronco XLT",-1939.73427791567
"modelEncore GX Essence",-1939.69812279599
"engine510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability",-1939.54291509399
"int_col.Whisper Beige",-1939.53035896701
"engine435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel",-1937.16248817493
"engine255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability",-1935.86283934474
"model1500 Big Horn",-1933.46131059091
"ext_col.Glacier White",1924.85803178486
"modelGrand Cherokee WK Laredo X",-1924.18357888132
"modelOutback Limited",-1923.20146071176
"ext_col.Florett Silver",-1922.02227652464
"modelNV Passenger NV3500 HD SL V8",1914.9566510006
"engine375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel",1914.92446616781
"modelAtlas Cross Sport 3.6L V6 SEL Premium",-1912.9744858512
"modelRogue S",-1912.20840768722
"engine295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-1900.52655094088
"int_col.Green",-1899.39561957918
"ext_col.Granite Crystal Clearcoat Metallic",-1897.57748338159
"engine270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel",-1897.3455494668
"modelSilverado 1500 LT",-1897.22320513349
"modelQX60 Pure",-1895.12643248942
"engine6.7L I6 24V DDI OHV Turbo Diesel",1894.72877464174
"ext_col.Typhoon Gray Metallic",-1893.04213175098
"modelSuburban 1500 LS",-1889.65890483091
"engine3.5L V6 24V GDI SOHC",-1887.01547398347
"fuel_grp.E85 Flex Fuel",-1886.61130124976
"fuel_type.E85 Flex Fuel",-1886.22341254281
"ext_col.Portofino Blue Metallic",-1884.26512078144
"int_col.Tan/Ebony/Ebony",-1884.02809527763
"modelOdyssey Elite",-1879.67045815329
"engine2.0 Liter TFSI",-1872.85808714584
"brandJaguar",-1871.64038892477
"modelRidgeline RTL-E",-1871.02867148214
"int_col.Gray",-1870.13546956582
"modelSuburban 2500 LS",-1868.38796680007
"engine325.0HP 8.1L 8 Cylinder Engine Gasoline Fuel",-1868.36637794615
"modelExcursion XLS",-1867.52259813704
"modelX6 xDrive40i",1866.07022484047
"engine323.0HP 6.0L 8 Cylinder Engine Gasoline Fuel",-1862.04715519003
"modelOutback Limited XT",-1861.95966084072
"ext_col.Magnetite Gray Metallic",-1861.89614427531
"engine5.5 Liter",1860.3602280103
"engine329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",-1856.22524836584
"brandHummer",-1855.48992415582
"int_col.White / Brown",-1853.54574536473
"engine276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-1847.71197555743
"modelArteon 2.0T SEL Premium R-Line",-1847.52031889956
"int_col.Mistral Gray / Raven",-1847.08280829537
"ext_col.Anthracite Blue Metallic",-1846.67005404975
"int_col.Silk Beige/Espresso Brown",-1846.42648464913
"modelF-150 XLT",-1846.31071108681
"ext_col.Glacier Blue Metallic",1845.33832766438
"modelSilverado 1500 ZR2",1844.71770388211
"modelRX 350 F Sport Performance",-1844.30727101888
"ext_col.Manhattan Noir Metallic",1843.21086863755
"modelRover Defender 110 SE",1842.54622718887
"modelExpedition Max King Ranch",1841.99338869456
"engine5.0L V8 32V PDI DOHC",1836.91700672025
"engine3.0L V6 24V GDI DOHC Twin Turbo",1833.90260961376
"modelGLB 250 Base 4MATIC",-1831.03477595094
"ext_col.Pacific Blue",-1830.18214915085
"int_col.Classic Red",-1830.09651725879
"modelPanamera S",-1828.03129003679
"modelArnage R",-1827.47965952071
"engine400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel",-1827.27140103552
"ext_col.Midnight Black Metallic",-1826.94113378942
"engine400.0HP 5.0L 8 Cylinder Engine Gasoline Fuel",-1826.90441275685
"modelSierra 1500 SLE",-1823.48132518262
"modelCLS-Class CLS 63 AMG S-Model 4MATIC",-1822.02680053686
"engine552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel",1816.48308318482
"modelAscent Touring 7-Passenger",-1812.4175067431
"engine219.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid",-1811.02173193582
"modelRAV4 Hybrid XLE",-1811.01429128458
"modelXF 35t R-Sport",-1807.80633612632
"int_col.Medium Pewter",-1807.42984729224
"engine5.3L V8 16V MPFI OHV Flexible Fuel",-1807.09992842234
"modelExpress 1500 Work Van",-1806.84398909938
"engine260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel",-1806.1127600353
"engine3.0L V6 24V GDI DOHC Supercharged",-1800.63739296923
"modelGrand Cherokee L Limited",-1800.46586983086
"ext_col.Cobra Beige Metallic",-1800.34022170817
"int_col.Nougat Brown",-1800.22365987516
"modelCanyon Denali",-1798.97277382675
"engine5.7L V8 32V MPFI DOHC",-1792.05926330838
"engine365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel",-1791.23723615192
"engine2.0 Liter",-1788.86073506977
"modelSorento SX Prestige",-1783.35266683802
"engine281.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",-1783.31830667293
"ext_col.Pristine White",-1779.35456216762
"modelSQ5 3.0T Premium Plus",-1779.15567822141
"engine340.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability",-1778.49399027335
"modelNavigator L Select",-1774.80842265345
"modelQX80 Luxe",-1771.96038730991
"brandAlfa",-1769.08096899607
"accident.At least 1 accident or damage reported",-1768.01206748387
"model430 i xDrive",-1764.65722986566
"modele-tron Prestige",-1755.25071881045
"modelSL-Class SL 550",-1752.70107351004
"engine353.0HP 6.0L 8 Cylinder Engine Gasoline Fuel",-1749.43876393544
"modelSilverado 2500 LTZ H/D Extended Cab",-1749.41337293014
"ext_col.Santorini Black Metallic",1748.97483982405
"engine5.0 Liter",1746.80215034357
"brandToyota",-1743.4290165715
"transmission.10-Speed A/T",1736.11989499169
"engine2.0 Liter DOHC Turbo",-1733.61795444497
"model3500 Laramie",1724.04431495483
"engine429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel",-1721.8987098849
"engine449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel",-1721.3190112655
"modelRover Range Rover Sport Supercharged HSE",-1719.96287339238
"engine429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel",-1718.04316465466
"modelAMG E 53 4MATIC",1717.99812583189
"modelGLC 300 Base",-1717.87369874569
"engineAMG 3L I-6 gasoline direct injection, DOHC, variable valve contr",1717.73862528588
"modelRidgeline Black Edition",-1717.41473770985
"modelRover Range Rover Evoque R-Dynamic HSE",-1715.05010721452
"modelGLE 350 GLE 350",1713.08083508743
"ext_col.Sonic Silver Metallic",-1712.83053010059
"int_col.Tension",1707.95777075471
"ext_col.Arctic White",1707.82206049785
"modelQX60 Luxe",-1707.47911956471
"modelWrangler Unlimited Sahara",-1707.46583269658
"modelNX 300 Base",-1706.85747732199
"engine2.0L I4 16V PDI DOHC Turbo",-1706.80593113793
"engine510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel",-1705.74085058077
"engine190.0HP 2.8L Straight 6 Cylinder Engine Gasoline Fuel",-1703.05936020131
"modelRoadmaster Estate",-1701.11269718257
"engine385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability",1699.69819541192
"engine5.8L V8 32V MPFI DOHC Supercharged",-1697.61846859684
"int_col.Red",1694.11439942785
"modelFocus RS Base",-1692.01131411502
"engine350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel",-1691.98216394427
"modelGladiator Sport",-1691.84175897916
"modelSprinter 3500XD High Roof",-1690.89736701859
"int_col.Pimento Red w/Ebony",-1690.72217071194
"modelGladiator Freedom",-1689.39970978798
"ext_col.Hydro Blue Pearlcoat",-1688.73303915058
"ext_col.Barcelona Red",-1685.52413402944
"modelQ7 3.0T Prestige",-1684.21808660821
"modelWRX STI Base",-1684.02252706152
"modelX5 M Base",1676.46847847775
"ext_col.Yulong",1674.66269338902
"modelF-PACE 30t R-Sport",1673.94704331034
"modelLX 470 Base",-1673.26659867549
"modelColorado ZR2",-1672.28262992212
"transmission.Variable",-1670.98276132065
"engine6.0L 8 Cylinder Engine Gasoline Fuel",-1669.1934392919
"modelModel 3 Performance",-1657.98987548119
"modelHighlander XLE",-1657.58508248578
"ext_col.Firecracker Red Clearcoat",-1654.95144639896
"modelModel 3 Base",-1654.26930496338
"engine292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-1652.26941437335
"engine430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel",-1649.9718228617
"engine181.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",-1647.41412203981
"engine3.5L V6 24V PDI DOHC",-1646.05735050567
"modelRover Range Rover Velar P380 S",-1645.86116171207
"engine2.7L V6 24V PDI DOHC Twin Turbo",-1643.3948227252
"ext_col.Deep Black Pearl Effect",-1639.65001166455
"modelS-Class S 550 4MATIC",-1635.58441364694
"modelGolf R 4-Door w/DCC & Navigation",-1633.42070152337
"modelTacoma TRD Sport",-1632.65339342877
"modelStinger GT",-1630.38745253352
"modelOutback Touring XT",-1629.03427553754
"engine2.4L I4 16V PDI DOHC Turbo",-1629.00650323301
"ext_col.Ruby Flare Pearl",-1628.51610760464
"ext_col.Billet Silver Metallic Clearcoat",-1627.35149136248
"engine315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel",1626.78022340637
"ext_col.Lunar Silver Metallic",-1626.44499587937
"engine310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",-1623.11429896985
"engine295.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",-1622.98653218839
"engine287.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",-1617.6544742613
"modelPacifica Launch Edition",-1617.64324508548
"int_col.Sandstone",-1616.32026378158
"engine333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel",-1606.32139096946
"ext_col.Alfa White",-1604.52639514904
"modelExpedition XLT",-1604.24602738303
"engine3.0L",1600.09012594972
"engine275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability",1599.36579275379
"ext_col.Eminent White Pearl",-1598.31556629858
"ext_col.Patriot Blue Pearlcoat",-1596.98044725361
"int_col.Canberra Beige/Black",-1591.4727707914
"transmission_grp.A/T",-1583.58658037312
"accident.None reported",1583.45100528151
"transmission.A/T",-1583.43220078498
"ext_col.Fuji White",-1578.86780824136
"ext_col.Magnetic Gray Metallic",-1577.66597743919
"int_col.Graphite w/Gun Metal",-1577.45843531355
"modelGV80 2.5T",1575.41214710082
"modelTransit-350 Base",-1572.3902738115
"modelRS 7 4.0T Performance Prestige",1570.48875958811
"model2500 Laramie",1558.14303608105
"brandPlymouth",-1557.24460013599
"engine253.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",-1557.03468332953
"modelProwler Base",-1556.94805566313
"modelAMG C 63 S",1554.99602108225
"engine330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-1554.39749361267
"modelXC60 T6 Inscription",-1554.38224847296
"engine325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel",-1553.21542221676
"modelGR86 Premium",-1550.81230988775
"modelTelluride S",-1548.04424598677
"modelTraverse Premier",-1546.40117541338
"modelRDX w/Advance Package",-1546.39922225326
"modelFJ Cruiser Base",-1545.42062502768
"model2500 Longhorn",1544.858104782
"int_col.Silk Beige/Black",-1544.65745413001
"engineDual Motor - Standard",-1537.95511152794
"modelM440 i",1535.05580860921
"int_col.Titan Black / Quarzit",-1534.68993384912
"modelQ5 S line Premium Plus",-1534.24923074389
"ext_col.Vik Black",-1533.06740819034
"int_col.Obsidian Black",-1532.9038986522
"modelTraverse High Country",-1528.46013398344
"ext_col.Stone Gray Metallic",-1528.38055471503
"modelPassport TrailSport",-1526.09230184131
"engine2.5L I4 16V GDI DOHC Turbo",-1524.37934180165
"engine560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel",1523.71930689572
"modelRS 7 4.0T Prestige",1523.6488791261
"modelA6 55 Premium",-1523.35923940164
"modelTransit Connect XL w/Rear Symmetrical Doors",-1521.27267617338
"engine265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel",-1519.85803498024
"modelF-250 Lariat",1517.69092253598
"ext_col.Flame Red Clearcoat",1514.80837261614
"engine290.0HP 7.4L 8 Cylinder Engine Gasoline Fuel",-1512.92151195329
"modelSuburban 2500",-1512.87296364627
"modelGR86 Base",-1511.25036647388
"model440 i xDrive",-1508.94841025918
"engine382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel",-1507.39980917508
"modelCayenne Base",-1501.27067601865
"int_col.Deep Chestnut",-1500.07348069971
"modelMazda6 Signature",-1500.06796527271
"int_col.Gold",-1494.50577872919
"modelSierra 1500 Denali",-1490.11322452219
"engine305.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability",-1489.55627781641
"modelS60 B5 Inscription",-1489.53713591764
"engine247.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid",-1489.44890278394
"int_col.Walnut",-1489.27358015146
"engine250.0HP 3.0L V6 Cylinder Engine Diesel Fuel",-1487.9742966877
"ext_col.Siren Red Tintcoat",-1487.65878749646
"modelImpreza WRX Premium",-1486.5222485859
"engine567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel",1481.61764379715
"ext_col.Pink",-1479.08247635693
"engine354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",-1478.78501230037
"engine316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-1474.87164124612
"modelF-PACE 25t Premium",-1473.43815883935
"modelSequoia SR5",-1473.14471748236
"engine381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",1473.13507554877
"modelPalisade Limited",-1469.36908392138
"engine460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel",-1468.46546492137
"int_col.Mocha",1467.80709248233
"modelExplorer Platinum",-1464.47572731756
"ext_col.Yellow",1462.76021215522
"ext_col.Nautical Blue Pearl",-1460.81242276282
"engine362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",-1460.42670689921
"modelV60 T6 R-Design Platinum",-1449.58798444214
